age,sex,marital,income,degree,happy,health
68.0,female,widowed,101640,graduate,pretty happy,good
34.0,female,married,59895,bachelor's,very happy,good
32.0,female,divorced,39930,bachelor's,pretty happy,unanswered
24.0,female,never married,87120,less than high school,very happy,excellent
31.0,female,married,32670,graduate,pretty happy,unanswered
32.0,female,never married,32670,bachelor's,very happy,excellent
22.0,male,never married,13612,high school,pretty happy,fair
25.0,male,never married,39930,high school,pretty happy,unanswered
34.0,female,married,49005,bachelor's,pretty happy,unanswered
35.0,female,married,8168,high school,not too happy,fair
60.0,female,widowed,32670,high school,very happy,unanswered
64.0,female,never married,49005,high school,pretty happy,excellent
26.0,male,never married,23595,high school,very happy,excellent
30.0,male,never married,15428,high school,not too happy,unanswered
63.0,male,married,72600,graduate,pretty happy,good
46.0,male,married,116160,bachelor's,pretty happy,unanswered
24.0,male,never married,6534,high school,not too happy,unanswered
32.0,male,married,15428,associate/junior college,pretty happy,fair
61.0,male,never married,11798,bachelor's,pretty happy,excellent
57.0,female,married,163844,graduate,very happy,unanswered
40.0,male,never married,87120,bachelor's,not too happy,fair
42.0,female,never married,,high school,pretty happy,unanswered
64.0,female,married,39930,bachelor's,pretty happy,good
50.0,female,never married,1452,bachelor's,not too happy,unanswered
41.0,male,married,87120,graduate,very happy,excellent
58.0,male,divorced,87120,graduate,very happy,unanswered
71.0,female,married,72600,associate/junior college,pretty happy,unanswered
58.0,female,married,87120,graduate,pretty happy,unanswered
55.0,male,married,72600,bachelor's,pretty happy,good
65.0,female,married,59895,bachelor's,very happy,good
27.0,male,married,116160,bachelor's,very happy,unanswered
43.0,male,divorced,27225,bachelor's,pretty happy,good
29.0,female,never married,11798,bachelor's,very happy,unanswered
56.0,male,married,87120,bachelor's,very happy,excellent
67.0,female,married,39930,graduate,pretty happy,fair
21.0,male,never married,72600,high school,pretty happy,unanswered
69.0,male,divorced,32670,high school,not too happy,excellent
62.0,female,married,32670,bachelor's,very happy,unanswered
23.0,female,never married,49005,high school,very happy,good
43.0,female,married,116160,bachelor's,very happy,good
46.0,female,divorced,39930,high school,pretty happy,good
34.0,male,married,101640,bachelor's,very happy,excellent
40.0,male,married,116160,graduate,pretty happy,unanswered
56.0,male,widowed,32670,bachelor's,pretty happy,fair
25.0,female,married,49005,bachelor's,very happy,good
77.0,female,married,23595,high school,pretty happy,excellent
30.0,male,never married,39930,bachelor's,pretty happy,fair
70.0,male,divorced,27225,high school,not too happy,unanswered
70.0,female,widowed,32670,high school,not too happy,excellent
79.0,male,married,39930,bachelor's,pretty happy,good
59.0,male,never married,15428,high school,pretty happy,excellent
61.0,female,married,101640,bachelor's,pretty happy,unanswered
68.0,male,married,39930,high school,pretty happy,good
29.0,male,never married,32670,high school,pretty happy,good
31.0,female,never married,9982,high school,pretty happy,fair
32.0,male,never married,23595,bachelor's,pretty happy,unanswered
27.0,female,never married,11798,high school,pretty happy,fair
47.0,male,married,15428,high school,not too happy,fair
35.0,male,married,17242,associate/junior college,pretty happy,good
54.0,male,never married,32670,high school,pretty happy,unanswered
54.0,male,never married,5445,less than high school,not too happy,fair
31.0,male,never married,11798,high school,pretty happy,good
55.0,female,married,59895,high school,pretty happy,fair
61.0,female,divorced,23595,high school,pretty happy,fair
26.0,male,never married,27225,high school,pretty happy,good
60.0,female,married,87120,high school,very happy,good
60.0,female,divorced,5445,high school,pretty happy,unanswered
25.0,male,never married,15428,bachelor's,pretty happy,excellent
56.0,male,married,39930,bachelor's,pretty happy,excellent
57.0,male,married,13612,high school,not too happy,fair
49.0,male,married,363,less than high school,very happy,unanswered
82.0,male,widowed,13612,less than high school,very happy,good
53.0,male,separated,23595,less than high school,pretty happy,unanswered
22.0,female,never married,11798,high school,pretty happy,good
29.0,male,never married,49005,associate/junior college,pretty happy,good
50.0,female,married,59895,high school,pretty happy,unanswered
35.0,female,never married,19965,associate/junior college,pretty happy,good
56.0,male,divorced,27225,bachelor's,pretty happy,excellent
82.0,male,married,13612,high school,pretty happy,excellent
39.0,male,never married,,less than high school,not too happy,fair
50.0,female,married,39930,less than high school,very happy,good
50.0,female,never married,13612,high school,pretty happy,unanswered
22.0,male,never married,49005,high school,pretty happy,good
52.0,female,divorced,17242,graduate,pretty happy,good
66.0,female,divorced,39930,graduate,not too happy,good
38.0,female,married,39930,less than high school,pretty happy,excellent
39.0,female,never married,49005,high school,pretty happy,good
38.0,male,never married,23595,less than high school,very happy,unanswered
62.0,female,married,116160,high school,very happy,unanswered
43.0,female,married,59895,associate/junior college,pretty happy,fair
53.0,female,divorced,39930,high school,pretty happy,unanswered
39.0,male,never married,39930,high school,not too happy,good
23.0,female,never married,163844,high school,very happy,unanswered
69.0,female,never married,32670,graduate,very happy,excellent
56.0,female,divorced,49005,high school,very happy,good
77.0,male,married,27225,graduate,very happy,unanswered
77.0,male,widowed,9982,high school,pretty happy,good
61.0,male,married,87120,high school,very happy,good
39.0,female,married,72600,high school,very happy,good
83.0,female,widowed,17242,less than high school,pretty happy,good
65.0,male,married,49005,high school,pretty happy,unanswered
27.0,male,never married,116160,high school,pretty happy,poor
59.0,male,divorced,8168,high school,pretty happy,unanswered
63.0,female,married,49005,bachelor's,very happy,excellent
50.0,male,divorced,13612,associate/junior college,pretty happy,unanswered
72.0,male,married,19965,high school,not too happy,fair
42.0,female,married,,high school,pretty happy,fair
52.0,female,married,163844,graduate,pretty happy,excellent
75.0,male,married,87120,high school,pretty happy,good
40.0,female,divorced,163844,bachelor's,pretty happy,good
69.0,female,widowed,49005,bachelor's,pretty happy,unanswered
62.0,female,married,163844,bachelor's,pretty happy,good
42.0,male,married,163844,graduate,pretty happy,excellent
82.0,female,divorced,15428,associate/junior college,very happy,unanswered
74.0,female,married,,high school,very happy,unanswered
83.0,female,widowed,5445,high school,pretty happy,fair
76.0,male,married,163844,associate/junior college,very happy,good
52.0,female,married,116160,graduate,very happy,good
23.0,male,never married,163844,bachelor's,pretty happy,unanswered
19.0,male,never married,49005,high school,very happy,good
51.0,female,married,39930,high school,pretty happy,good
37.0,female,married,27225,high school,very happy,unanswered
53.0,female,divorced,17242,less than high school,pretty happy,unanswered
51.0,male,unanswered,,unanswered,pretty happy,excellent
28.0,male,married,49005,bachelor's,very happy,good
31.0,male,never married,87120,high school,very happy,fair
43.0,male,divorced,72600,high school,pretty happy,excellent
89.0,male,married,23595,associate/junior college,not too happy,fair
56.0,male,divorced,59895,high school,pretty happy,good
19.0,female,married,8168,high school,very happy,unanswered
58.0,male,married,49005,high school,pretty happy,fair
38.0,male,married,49005,associate/junior college,very happy,excellent
47.0,female,married,59895,bachelor's,pretty happy,fair
48.0,female,married,15428,high school,pretty happy,good
38.0,male,married,49005,high school,pretty happy,unanswered
26.0,male,never married,39930,associate/junior college,pretty happy,excellent
23.0,female,never married,1452,less than high school,very happy,good
44.0,female,widowed,11798,high school,not too happy,unanswered
30.0,female,separated,27225,less than high school,very happy,good
35.0,male,never married,49005,high school,pretty happy,unanswered
49.0,female,divorced,39930,graduate,pretty happy,excellent
52.0,male,married,19965,high school,very happy,unanswered
73.0,male,married,17242,high school,very happy,unanswered
52.0,female,divorced,39930,high school,pretty happy,fair
22.0,male,never married,,high school,pretty happy,good
26.0,female,never married,39930,bachelor's,pretty happy,unanswered
42.0,male,never married,1452,less than high school,pretty happy,fair
46.0,female,never married,32670,high school,pretty happy,unanswered
24.0,male,never married,,high school,not too happy,good
27.0,female,never married,23595,high school,pretty happy,unanswered
33.0,female,never married,32670,high school,pretty happy,poor
46.0,female,divorced,,high school,not too happy,fair
54.0,female,separated,49005,associate/junior college,pretty happy,good
47.0,male,divorced,15428,less than high school,pretty happy,poor
53.0,male,divorced,39930,high school,very happy,unanswered
62.0,male,never married,49005,bachelor's,pretty happy,good
48.0,male,married,59895,high school,very happy,excellent
41.0,female,married,72600,high school,pretty happy,unanswered
32.0,male,married,72600,graduate,very happy,excellent
31.0,male,married,,high school,not too happy,good
40.0,male,married,39930,associate/junior college,very happy,unanswered
37.0,female,never married,59895,bachelor's,pretty happy,good
40.0,female,married,49005,bachelor's,very happy,unanswered
36.0,male,married,59895,bachelor's,very happy,good
47.0,male,married,116160,less than high school,very happy,good
37.0,female,married,163844,graduate,pretty happy,excellent
89.0,male,widowed,,high school,pretty happy,fair
71.0,female,married,39930,bachelor's,pretty happy,poor
21.0,female,never married,59895,high school,pretty happy,excellent
80.0,female,widowed,19965,bachelor's,not too happy,unanswered
67.0,female,never married,9982,bachelor's,pretty happy,fair
34.0,male,married,39930,high school,pretty happy,good
65.0,male,never married,32670,high school,pretty happy,excellent
68.0,female,married,49005,high school,pretty happy,good
38.0,female,never married,13612,less than high school,pretty happy,excellent
67.0,female,married,163844,high school,pretty happy,unanswered
59.0,female,married,32670,high school,pretty happy,unanswered
52.0,female,married,87120,high school,pretty happy,fair
49.0,female,never married,1452,graduate,pretty happy,excellent
63.0,male,married,17242,less than high school,very happy,good
26.0,male,never married,27225,high school,pretty happy,good
70.0,female,widowed,23595,high school,not too happy,good
21.0,female,never married,15428,high school,pretty happy,good
69.0,male,married,27225,high school,pretty happy,good
51.0,male,married,11798,high school,not too happy,unanswered
39.0,male,married,163844,high school,pretty happy,fair
35.0,male,never married,72600,high school,pretty happy,unanswered
29.0,male,divorced,72600,high school,pretty happy,good
45.0,male,divorced,59895,high school,pretty happy,fair
41.0,male,married,163844,graduate,pretty happy,fair
46.0,male,never married,32670,bachelor's,pretty happy,fair
23.0,male,never married,8168,bachelor's,not too happy,good
31.0,female,never married,19965,high school,not too happy,good
47.0,male,married,72600,bachelor's,pretty happy,good
45.0,female,married,,bachelor's,pretty happy,fair
58.0,female,married,101640,bachelor's,not too happy,fair
26.0,male,never married,23595,high school,pretty happy,unanswered
66.0,male,divorced,101640,graduate,pretty happy,excellent
35.0,female,never married,32670,bachelor's,pretty happy,unanswered
41.0,male,divorced,32670,less than high school,pretty happy,poor
44.0,female,married,59895,graduate,pretty happy,excellent
66.0,male,married,87120,high school,very happy,unanswered
57.0,male,divorced,32670,high school,pretty happy,good
89.0,male,widowed,72600,bachelor's,pretty happy,good
27.0,female,never married,49005,associate/junior college,pretty happy,unanswered
43.0,male,never married,39930,high school,pretty happy,unanswered
64.0,male,never married,6534,high school,not too happy,good
44.0,female,married,17242,high school,not too happy,unanswered
65.0,female,never married,13612,high school,very happy,good
24.0,female,never married,15428,less than high school,pretty happy,unanswered
72.0,female,widowed,2541,high school,not too happy,fair
22.0,male,never married,9982,high school,pretty happy,unanswered
57.0,female,married,116160,bachelor's,pretty happy,excellent
63.0,female,married,49005,high school,pretty happy,excellent
55.0,female,divorced,27225,associate/junior college,pretty happy,fair
56.0,male,divorced,39930,bachelor's,pretty happy,unanswered
87.0,male,widowed,101640,bachelor's,not too happy,unanswered
53.0,female,married,72600,high school,pretty happy,good
36.0,male,married,163844,high school,very happy,unanswered
52.0,female,married,23595,high school,very happy,good
37.0,male,divorced,27225,graduate,pretty happy,unanswered
75.0,male,married,59895,high school,not too happy,good
24.0,male,never married,,high school,not too happy,unanswered
28.0,female,married,59895,bachelor's,very happy,good
21.0,female,never married,59895,high school,pretty happy,unanswered
48.0,male,never married,6534,less than high school,pretty happy,fair
68.0,female,married,49005,high school,pretty happy,unanswered
59.0,female,married,39930,high school,very happy,good
40.0,male,married,39930,high school,pretty happy,good
35.0,female,never married,39930,bachelor's,pretty happy,excellent
51.0,male,married,163844,associate/junior college,pretty happy,good
40.0,male,never married,101640,bachelor's,not too happy,unanswered
47.0,female,married,163844,high school,pretty happy,fair
45.0,male,married,,bachelor's,very happy,excellent
48.0,female,married,87120,bachelor's,very happy,excellent
23.0,male,never married,72600,high school,pretty happy,unanswered
26.0,male,never married,32670,graduate,very happy,good
33.0,male,married,72600,bachelor's,pretty happy,good
48.0,female,never married,39930,bachelor's,pretty happy,good
36.0,female,married,101640,graduate,pretty happy,good
19.0,male,never married,101640,high school,very happy,unanswered
49.0,male,married,87120,high school,very happy,good
38.0,male,married,49005,bachelor's,very happy,excellent
44.0,female,married,87120,bachelor's,pretty happy,unanswered
29.0,female,married,72600,graduate,pretty happy,unanswered
28.0,female,married,39930,graduate,pretty happy,good
42.0,female,never married,32670,graduate,pretty happy,unanswered
60.0,male,married,,less than high school,very happy,good
43.0,male,married,32670,high school,pretty happy,good
37.0,female,married,32670,high school,pretty happy,unanswered
54.0,male,married,32670,bachelor's,pretty happy,fair
30.0,male,married,59895,high school,very happy,unanswered
69.0,male,married,87120,high school,pretty happy,fair
60.0,female,married,,high school,unanswered,unanswered
55.0,female,married,32670,high school,not too happy,poor
63.0,male,separated,17242,associate/junior college,very happy,good
50.0,male,divorced,11798,high school,not too happy,unanswered
68.0,female,widowed,19965,high school,not too happy,good
36.0,female,married,72600,associate/junior college,pretty happy,fair
77.0,male,married,163844,bachelor's,not too happy,fair
25.0,female,married,32670,associate/junior college,very happy,unanswered
26.0,male,never married,13612,high school,not too happy,good
49.0,female,divorced,23595,high school,pretty happy,unanswered
46.0,female,divorced,23595,high school,not too happy,poor
77.0,female,widowed,6534,less than high school,not too happy,fair
30.0,female,married,101640,graduate,very happy,unanswered
54.0,male,divorced,49005,bachelor's,pretty happy,good
29.0,male,never married,163844,less than high school,pretty happy,unanswered
52.0,male,never married,5445,high school,very happy,poor
25.0,female,married,13612,high school,not too happy,fair
21.0,female,married,17242,less than high school,pretty happy,fair
42.0,female,married,32670,high school,pretty happy,good
37.0,female,married,32670,high school,pretty happy,unanswered
49.0,female,divorced,15428,less than high school,not too happy,poor
56.0,female,married,87120,high school,pretty happy,good
30.0,female,separated,17242,high school,pretty happy,unanswered
67.0,male,never married,5445,high school,pretty happy,good
23.0,female,never married,9982,bachelor's,pretty happy,good
31.0,male,never married,27225,bachelor's,pretty happy,unanswered
55.0,male,married,39930,high school,pretty happy,unanswered
24.0,female,married,72600,high school,pretty happy,good
67.0,male,divorced,6534,high school,pretty happy,fair
62.0,female,never married,32670,less than high school,pretty happy,unanswered
62.0,female,never married,,high school,pretty happy,good
23.0,male,never married,9982,bachelor's,pretty happy,unanswered
50.0,male,married,87120,high school,pretty happy,good
54.0,male,never married,3267,high school,not too happy,excellent
58.0,female,never married,19965,high school,not too happy,good
34.0,female,never married,3993,high school,pretty happy,good
37.0,female,never married,19965,high school,pretty happy,unanswered
29.0,female,never married,27225,high school,pretty happy,good
52.0,female,married,72600,bachelor's,not too happy,unanswered
39.0,female,married,,bachelor's,pretty happy,unanswered
70.0,female,married,72600,bachelor's,very happy,good
73.0,female,divorced,27225,associate/junior college,not too happy,good
31.0,female,never married,163844,graduate,pretty happy,unanswered
25.0,female,married,15428,high school,pretty happy,excellent
62.0,male,divorced,19965,high school,not too happy,fair
66.0,male,divorced,13612,associate/junior college,very happy,fair
65.0,female,divorced,27225,less than high school,very happy,good
58.0,male,never married,1452,high school,pretty happy,fair
65.0,female,divorced,3267,less than high school,not too happy,poor
57.0,male,widowed,8168,high school,very happy,unanswered
57.0,male,married,2541,less than high school,very happy,excellent
30.0,male,never married,23595,high school,pretty happy,fair
26.0,female,never married,49005,high school,pretty happy,unanswered
28.0,female,separated,1452,less than high school,very happy,unanswered
58.0,male,married,6534,high school,pretty happy,fair
77.0,male,married,13612,less than high school,very happy,unanswered
39.0,female,never married,49005,high school,very happy,good
67.0,male,divorced,32670,bachelor's,pretty happy,good
70.0,male,married,49005,high school,very happy,unanswered
85.0,female,widowed,,high school,pretty happy,good
69.0,female,never married,15428,bachelor's,not too happy,good
87.0,female,widowed,,high school,very happy,unanswered
66.0,female,married,59895,high school,very happy,excellent
31.0,male,married,87120,graduate,very happy,excellent
63.0,female,married,49005,graduate,very happy,good
78.0,female,married,,high school,very happy,fair
68.0,male,married,87120,bachelor's,pretty happy,good
51.0,male,married,163844,bachelor's,pretty happy,good
30.0,male,married,101640,bachelor's,pretty happy,unanswered
32.0,female,separated,23595,associate/junior college,pretty happy,good
39.0,male,divorced,101640,graduate,pretty happy,good
42.0,male,married,101640,graduate,very happy,unanswered
48.0,female,separated,39930,graduate,very happy,good
34.0,female,never married,49005,graduate,pretty happy,unanswered
68.0,male,divorced,19965,associate/junior college,not too happy,excellent
52.0,male,never married,72600,associate/junior college,pretty happy,fair
83.0,female,widowed,27225,graduate,not too happy,good
73.0,male,never married,72600,graduate,pretty happy,poor
38.0,male,married,163844,bachelor's,pretty happy,unanswered
77.0,female,widowed,,less than high school,pretty happy,fair
36.0,male,never married,39930,high school,pretty happy,unanswered
36.0,male,married,49005,high school,pretty happy,good
65.0,male,married,49005,high school,very happy,good
24.0,male,never married,11798,high school,pretty happy,unanswered
63.0,male,widowed,,bachelor's,not too happy,good
53.0,female,divorced,19965,high school,pretty happy,unanswered
35.0,female,married,23595,high school,pretty happy,good
27.0,male,never married,3267,unanswered,unanswered,unanswered
76.0,male,married,49005,high school,pretty happy,unanswered
48.0,male,married,72600,graduate,very happy,good
27.0,male,divorced,49005,bachelor's,not too happy,good
72.0,female,married,23595,high school,pretty happy,unanswered
34.0,male,married,11798,less than high school,not too happy,fair
38.0,female,married,39930,unanswered,pretty happy,unanswered
30.0,female,divorced,101640,associate/junior college,pretty happy,unanswered
42.0,male,married,59895,bachelor's,pretty happy,excellent
43.0,male,divorced,27225,high school,pretty happy,good
80.0,female,widowed,32670,high school,not too happy,excellent
80.0,male,married,,high school,very happy,good
22.0,male,never married,87120,high school,very happy,good
42.0,female,married,59895,high school,very happy,excellent
49.0,female,married,,less than high school,pretty happy,good
41.0,male,married,72600,bachelor's,pretty happy,good
57.0,male,divorced,9982,high school,very happy,unanswered
49.0,male,married,49005,high school,very happy,excellent
40.0,female,divorced,27225,less than high school,pretty happy,poor
66.0,female,divorced,,high school,pretty happy,unanswered
81.0,female,divorced,15428,less than high school,pretty happy,poor
87.0,female,widowed,15428,high school,not too happy,fair
59.0,male,divorced,23595,graduate,pretty happy,unanswered
52.0,male,married,23595,bachelor's,not too happy,good
58.0,female,divorced,19965,high school,pretty happy,fair
30.0,male,married,15428,high school,not too happy,unanswered
26.0,female,never married,19965,bachelor's,pretty happy,fair
20.0,male,never married,59895,high school,not too happy,excellent
20.0,male,never married,19965,associate/junior college,pretty happy,unanswered
23.0,male,never married,9982,bachelor's,very happy,excellent
25.0,female,never married,9982,high school,very happy,poor
20.0,male,never married,1452,high school,pretty happy,unanswered
31.0,male,separated,8168,bachelor's,pretty happy,good
26.0,female,never married,,graduate,very happy,unanswered
19.0,female,never married,9982,high school,pretty happy,fair
30.0,male,never married,3267,high school,pretty happy,excellent
23.0,female,never married,,bachelor's,very happy,unanswered
23.0,male,never married,,associate/junior college,pretty happy,excellent
53.0,male,married,163844,bachelor's,very happy,good
19.0,female,never married,72600,high school,very happy,unanswered
40.0,female,divorced,49005,bachelor's,pretty happy,unanswered
52.0,female,married,49005,high school,pretty happy,good
47.0,male,married,39930,high school,very happy,fair
38.0,male,never married,,less than high school,not too happy,unanswered
54.0,female,married,59895,high school,pretty happy,good
47.0,female,married,17242,high school,pretty happy,unanswered
67.0,female,married,49005,graduate,very happy,good
57.0,male,never married,15428,graduate,pretty happy,good
89.0,male,widowed,49005,high school,pretty happy,excellent
51.0,female,divorced,32670,high school,not too happy,unanswered
32.0,female,married,27225,high school,very happy,poor
22.0,female,never married,9982,high school,not too happy,poor
42.0,male,never married,363,less than high school,not too happy,unanswered
37.0,female,divorced,15428,less than high school,pretty happy,good
54.0,male,married,6534,bachelor's,pretty happy,good
24.0,female,never married,19965,high school,not too happy,good
25.0,female,divorced,32670,high school,very happy,good
44.0,female,never married,4719,high school,not too happy,good
25.0,male,never married,11798,high school,pretty happy,fair
24.0,male,married,101640,high school,pretty happy,poor
78.0,female,divorced,59895,high school,not too happy,poor
23.0,female,never married,15428,high school,not too happy,unanswered
38.0,male,married,32670,less than high school,very happy,good
57.0,male,married,39930,less than high school,very happy,good
70.0,female,divorced,,high school,not too happy,good
69.0,male,divorced,23595,high school,very happy,unanswered
77.0,female,divorced,6534,less than high school,not too happy,poor
85.0,female,married,39930,high school,pretty happy,good
25.0,male,never married,101640,high school,pretty happy,unanswered
62.0,male,widowed,163844,high school,pretty happy,excellent
84.0,female,married,,high school,pretty happy,fair
71.0,female,married,163844,less than high school,not too happy,good
54.0,female,married,163844,bachelor's,pretty happy,unanswered
74.0,male,married,72600,high school,pretty happy,unanswered
37.0,male,married,72600,graduate,very happy,unanswered
80.0,male,married,59895,high school,pretty happy,poor
74.0,male,never married,15428,less than high school,pretty happy,unanswered
37.0,female,married,72600,high school,pretty happy,good
33.0,female,married,59895,high school,very happy,unanswered
62.0,female,divorced,,high school,pretty happy,good
74.0,male,divorced,23595,high school,pretty happy,fair
83.0,female,widowed,27225,bachelor's,pretty happy,unanswered
40.0,female,divorced,1452,high school,pretty happy,good
57.0,female,married,72600,graduate,pretty happy,unanswered
50.0,male,divorced,39930,high school,pretty happy,unanswered
31.0,male,never married,49005,associate/junior college,pretty happy,excellent
36.0,male,married,72600,graduate,pretty happy,good
83.0,male,widowed,39930,less than high school,not too happy,fair
58.0,male,never married,49005,less than high school,pretty happy,poor
29.0,male,never married,23595,high school,pretty happy,fair
50.0,male,married,72600,high school,pretty happy,good
64.0,male,divorced,49005,bachelor's,pretty happy,fair
43.0,male,married,101640,bachelor's,very happy,unanswered
54.0,male,married,163844,graduate,pretty happy,unanswered
72.0,male,widowed,59895,graduate,not too happy,good
31.0,female,married,87120,bachelor's,very happy,excellent
30.0,male,never married,59895,bachelor's,very happy,excellent
36.0,female,never married,,bachelor's,pretty happy,excellent
72.0,male,divorced,17242,high school,very happy,unanswered
56.0,female,never married,59895,high school,pretty happy,good
29.0,female,married,72600,high school,pretty happy,good
83.0,female,widowed,59895,bachelor's,pretty happy,good
80.0,female,married,,bachelor's,very happy,good
61.0,male,divorced,8168,high school,not too happy,fair
53.0,male,married,72600,less than high school,pretty happy,unanswered
61.0,female,married,87120,bachelor's,pretty happy,unanswered
52.0,female,married,72600,associate/junior college,pretty happy,excellent
37.0,male,married,49005,high school,very happy,unanswered
24.0,female,never married,59895,high school,pretty happy,good
50.0,female,separated,59895,bachelor's,not too happy,unanswered
28.0,female,married,39930,high school,pretty happy,good
30.0,female,divorced,17242,high school,pretty happy,fair
36.0,male,married,32670,high school,pretty happy,unanswered
24.0,male,never married,15428,bachelor's,pretty happy,unanswered
63.0,female,divorced,19965,high school,very happy,good
22.0,male,never married,8168,high school,pretty happy,unanswered
20.0,male,never married,3993,high school,pretty happy,good
31.0,female,never married,8168,less than high school,not too happy,unanswered
31.0,female,never married,15428,high school,pretty happy,good
74.0,male,divorced,23595,high school,pretty happy,fair
83.0,female,divorced,6534,less than high school,pretty happy,unanswered
61.0,male,married,101640,associate/junior college,unanswered,poor
22.0,male,never married,13612,high school,pretty happy,unanswered
63.0,female,married,32670,high school,pretty happy,good
46.0,male,divorced,59895,high school,pretty happy,good
83.0,female,widowed,49005,bachelor's,very happy,good
38.0,female,married,163844,bachelor's,very happy,unanswered
80.0,male,married,72600,associate/junior college,pretty happy,good
58.0,female,married,163844,high school,pretty happy,fair
52.0,female,married,15428,high school,pretty happy,fair
31.0,female,married,49005,high school,very happy,good
34.0,male,married,101640,high school,very happy,excellent
31.0,female,married,49005,high school,pretty happy,unanswered
63.0,male,married,,high school,pretty happy,unanswered
57.0,female,never married,49005,bachelor's,pretty happy,fair
45.0,male,married,87120,high school,pretty happy,unanswered
60.0,male,married,59895,less than high school,very happy,good
67.0,female,married,17242,high school,pretty happy,good
63.0,male,never married,19965,high school,pretty happy,unanswered
50.0,male,divorced,27225,bachelor's,not too happy,poor
29.0,male,married,39930,less than high school,pretty happy,unanswered
23.0,female,married,,high school,not too happy,poor
59.0,male,married,72600,high school,pretty happy,excellent
38.0,female,married,101640,graduate,very happy,good
32.0,female,never married,49005,bachelor's,very happy,unanswered
32.0,male,never married,39930,associate/junior college,pretty happy,excellent
48.0,male,never married,32670,high school,not too happy,fair
64.0,female,married,32670,high school,pretty happy,good
30.0,female,never married,49005,bachelor's,pretty happy,unanswered
25.0,female,never married,8168,high school,pretty happy,good
48.0,female,divorced,17242,high school,not too happy,good
29.0,female,married,19965,less than high school,pretty happy,unanswered
23.0,male,never married,363,graduate,pretty happy,excellent
44.0,male,never married,49005,high school,very happy,good
55.0,female,divorced,87120,graduate,very happy,unanswered
25.0,male,never married,32670,bachelor's,very happy,excellent
59.0,male,married,101640,bachelor's,pretty happy,good
60.0,male,never married,101640,bachelor's,very happy,unanswered
53.0,female,married,87120,bachelor's,pretty happy,fair
46.0,male,never married,,high school,pretty happy,fair
86.0,female,married,,high school,very happy,good
29.0,female,never married,,less than high school,pretty happy,good
70.0,female,widowed,23595,high school,pretty happy,unanswered
50.0,female,divorced,39930,bachelor's,very happy,excellent
79.0,female,widowed,39930,bachelor's,very happy,excellent
29.0,male,never married,,bachelor's,pretty happy,unanswered
50.0,female,divorced,,high school,pretty happy,good
61.0,male,never married,13612,bachelor's,not too happy,fair
23.0,female,never married,23595,high school,not too happy,unanswered
21.0,female,never married,101640,high school,very happy,excellent
29.0,female,married,72600,associate/junior college,very happy,excellent
80.0,female,widowed,9982,high school,pretty happy,unanswered
25.0,female,never married,27225,high school,pretty happy,good
71.0,female,married,11798,less than high school,not too happy,excellent
68.0,female,married,72600,high school,very happy,unanswered
55.0,male,never married,15428,high school,not too happy,poor
47.0,male,married,87120,bachelor's,pretty happy,good
64.0,male,divorced,19965,associate/junior college,pretty happy,unanswered
73.0,female,never married,8168,less than high school,not too happy,fair
80.0,female,divorced,9982,high school,pretty happy,good
57.0,female,divorced,6534,associate/junior college,not too happy,unanswered
55.0,female,never married,9982,bachelor's,not too happy,unanswered
86.0,female,divorced,17242,high school,pretty happy,good
47.0,male,never married,49005,graduate,very happy,good
52.0,male,married,163844,graduate,pretty happy,good
61.0,female,separated,9982,associate/junior college,pretty happy,good
34.0,male,divorced,59895,bachelor's,pretty happy,unanswered
65.0,male,married,,associate/junior college,pretty happy,unanswered
69.0,female,married,32670,high school,pretty happy,unanswered
53.0,male,never married,49005,graduate,pretty happy,good
64.0,female,never married,27225,graduate,not too happy,good
68.0,male,divorced,163844,bachelor's,pretty happy,unanswered
66.0,female,widowed,15428,associate/junior college,pretty happy,good
43.0,male,never married,13612,high school,not too happy,excellent
21.0,female,divorced,27225,high school,not too happy,unanswered
60.0,female,widowed,49005,high school,very happy,excellent
46.0,female,never married,9982,high school,pretty happy,unanswered
23.0,male,never married,4719,associate/junior college,pretty happy,good
33.0,male,never married,17242,less than high school,not too happy,unanswered
66.0,male,divorced,49005,graduate,very happy,poor
43.0,female,divorced,8168,less than high school,pretty happy,good
40.0,female,separated,363,high school,not too happy,unanswered
59.0,female,married,59895,bachelor's,very happy,good
66.0,male,divorced,9982,high school,not too happy,unanswered
42.0,female,separated,8168,graduate,pretty happy,unanswered
54.0,male,married,116160,bachelor's,pretty happy,unanswered
24.0,male,never married,9982,high school,pretty happy,good
36.0,female,never married,2541,associate/junior college,not too happy,fair
52.0,male,never married,27225,high school,pretty happy,unanswered
26.0,male,never married,27225,high school,pretty happy,good
64.0,female,divorced,11798,high school,not too happy,good
77.0,male,married,39930,high school,pretty happy,unanswered
63.0,female,married,,unanswered,unanswered,unanswered
58.0,male,divorced,49005,bachelor's,pretty happy,good
76.0,female,never married,,bachelor's,pretty happy,fair
68.0,male,widowed,17242,bachelor's,not too happy,fair
89.0,female,widowed,13612,high school,pretty happy,good
20.0,female,never married,101640,high school,pretty happy,unanswered
63.0,female,married,49005,high school,pretty happy,excellent
57.0,female,never married,8168,associate/junior college,pretty happy,fair
66.0,female,divorced,9982,high school,pretty happy,good
63.0,female,widowed,59895,graduate,pretty happy,good
75.0,male,divorced,39930,graduate,very happy,excellent
66.0,female,widowed,59895,graduate,pretty happy,fair
